pisco,CCCma-CanESM2_lsraw,CSIRO-QCCCE-Mk3_lsraw,ICHEC-EC-EARTH_lsraw,IPSL-CM5A-MR_lsraw,MIROC-MIROC5_lsraw,MOHC-HadGEM2-ES_lsraw,NCC-NorESM1-M_lsraw,NOAA-GFDL-ESM2M_lsraw,CCCma-CanESM2-SAM20_lsraw,MIROC-MIROC5-SAM20_lsraw,CCCma-CanESM2_ls,CSIRO-QCCCE-Mk3_ls,ICHEC-EC-EARTH_ls,IPSL-CM5A-MR_ls,MIROC-MIROC5_ls,MOHC-HadGEM2-ES_ls,NCC-NorESM1-M_ls,NOAA-GFDL-ESM2M_ls,CCCma-CanESM2-SAM20_ls,MIROC-MIROC5-SAM20_ls,CCCma-CanESM2_ptraw,CSIRO-QCCCE-Mk3_ptraw,ICHEC-EC-EARTH_ptraw,IPSL-CM5A-MR_ptraw,MIROC-MIROC5_ptraw,MOHC-HadGEM2-ES_ptraw,NCC-NorESM1-M_ptraw,NOAA-GFDL-ESM2M_ptraw,CCCma-CanESM2-SAM20_ptraw,MIROC-MIROC5-SAM20_ptraw,CCCma-CanESM2_pt,CSIRO-QCCCE-Mk3_pt,ICHEC-EC-EARTH_pt,IPSL-CM5A-MR_pt,MIROC-MIROC5_pt,MOHC-HadGEM2-ES_pt,NCC-NorESM1-M_pt,NOAA-GFDL-ESM2M_pt,CCCma-CanESM2-SAM20_pt,MIROC-MIROC5-SAM20_pt,CSIRO-QCCCE-Mk3_dmraw,ICHEC-EC-EARTH_dmraw,IPSL-CM5A-MR_dmraw,MIROC-MIROC5_dmraw,MOHC-HadGEM2-ES_dmraw,NCC-NorESM1-M_dmraw,NOAA-GFDL-ESM2M_dmraw,CSIRO-QCCCE-Mk3_dm,ICHEC-EC-EARTH_dm,IPSL-CM5A-MR_dm,MIROC-MIROC5_dm,MOHC-HadGEM2-ES_dm,NCC-NorESM1-M_dm,NOAA-GFDL-ESM2M_dm
245.62,204.6,119.89,96.7,133.04,85.92,33.34,124.12,92.8,209.79,84.97,206.23,160.77,178.56,328.51,212.94,177.44,227.97,166.36,236.02,166.99,204.6,119.89,96.7,133.04,85.92,33.34,124.12,92.8,209.79,84.97,206.26,179.05,185.94,320.22,209.74,196.73,234.24,175.59,229,160.35,119.89,96.7,133.04,85.92,33.34,124.12,92.8,164.36,180.03,322.89,209.23,134.79,228.76,170.73
201.36,241.25,133.57,114.47,94.03,67.86,54.7,114.14,102.24,222.03,207.83,166.82,119.84,168.45,143.19,131.75,141.85,179.83,150.19,152.59,188.1,241.25,133.57,114.47,94.03,67.86,54.7,114.14,102.24,222.03,207.83,163.79,130.77,159.89,140.05,144.94,148.56,167.37,151.42,144.76,188.58,133.57,114.47,94.03,67.86,54.7,114.14,102.24,123.62,163.12,141.04,136.04,118.3,172.95,149.04
232.43,194.3,98.76,154.03,46.4,157.17,103.47,130.28,62.08,216.24,140.49,274.18,321.08,437.39,163.96,551.56,415.27,473.21,164.48,254.51,208.28,194.3,98.76,154.03,46.4,157.17,103.47,130.28,62.08,216.24,140.49,276.07,330.48,436.11,154.84,510.73,372.02,450.58,158.11,214.52,156.56,98.76,154.03,46.4,157.17,103.47,130.28,62.08,320.64,483.07,148.63,539.54,372.29,484.2,153.53
48.65,91.51,47.1,42.6,34.42,19.2,85.51,32.72,61.11,120.06,88.48,44.19,50.91,39,42.1,27.64,50.12,59.87,58.66,53.99,51.61,91.51,47.1,42.6,34.42,19.2,85.51,32.72,61.11,120.06,88.48,41.22,48.98,35.47,39.36,26.52,49.93,60,58.68,49.38,53.55,47.1,42.6,34.42,19.2,85.51,32.72,61.11,48.33,35.34,40.31,24.31,48.31,61.63,58.51
27.84,122.03,78.1,23.78,14.57,4.72,232.25,24.51,9.54,15.86,2.42,19.5,24.8,17.45,8.59,4.96,44.86,31.93,12.04,6.57,2.43,122.03,78.1,23.78,14.57,4.72,232.25,24.51,9.54,15.86,2.42,16.73,25.91,15.73,6.26,3.62,66.6,30.1,10.24,2.18,1.13,78.1,23.78,14.57,4.72,232.25,24.51,9.54,28.66,17.23,7.38,4.46,62.58,33.28,4.27
14.16,22.03,17.82,17.5,26.45,2.43,47.06,11.97,9.1,6.57,0.44,4.82,9.96,18.85,22.03,3.32,9.78,18.36,13.71,8.57,2.41,22.03,17.82,17.5,26.45,2.43,47.06,11.97,9.1,6.57,0.44,0.84,1.4,10.82,27.8,0.57,6.92,18.75,9.26,6.08,1.65,17.82,17.5,26.45,2.43,47.06,11.97,9.1,4.52,15.44,23.5,1.28,9.29,18.7,7.48
9.89,44.34,29.04,12.37,4.68,14.52,45.64,26.98,6.13,3.58,16.74,2.14,4.46,4.21,1.32,5.23,3.61,9,3.12,1.47,17.83,44.34,29.04,12.37,4.68,14.52,45.64,26.98,6.13,3.58,16.74,0.48,4.32,1.46,0.31,4.61,0.55,10.37,0.38,0.39,19.45,29.04,12.37,4.68,14.52,45.64,26.98,6.13,5.77,2.88,0.65,5.57,2.11,10.34,1.81
7.97,175.36,47.06,5.32,16.77,39.55,25.16,29.63,63.67,11.29,8.41,11.99,5.9,1.96,4.24,11.82,4.14,11.95,24.83,6.76,10.3,175.36,47.06,5.32,16.77,39.55,25.16,29.63,63.67,11.29,8.41,10.68,4.11,1.68,2.22,12.11,2.14,9.34,44.24,3.65,10.8,47.06,5.32,16.77,39.55,25.16,29.63,63.67,4.51,1.73,3.34,12.16,1.63,10.83,36.7
11.91,286.31,225.7,51.14,58.29,104.48,20.03,22,69.33,34.36,8.18,45.31,74.14,43.97,29.78,76.39,21.45,37.32,55.2,31.58,13.65,286.31,225.7,51.14,58.29,104.48,20.03,22,69.33,34.36,8.18,53.55,104.97,38.81,27.24,82.74,19.98,35.75,52.96,44.53,14.94,225.7,51.14,58.29,104.48,20.03,22,69.33,103.15,42.32,25.7,90.42,10.83,35.81,59.35
61.68,225.33,107.66,26.47,67.18,40.1,52.62,63.61,36.1,42.62,17.3,36.92,46.52,25.18,43.14,37.54,74.5,52.51,33.86,25.64,21.94,225.33,107.66,26.47,67.18,40.1,52.62,63.61,36.1,42.62,17.3,34.74,46.59,27.27,44.42,38.89,75.57,50.8,33.95,21.59,33.12,107.66,26.47,67.18,40.1,52.62,63.61,36.1,47.48,22.4,46.15,36.24,65.59,52.34,31.11
26.41,219.22,141.65,49.02,45.1,44.02,25.97,57.89,33.89,23.73,9.26,47.33,55.07,35.35,30.7,34.77,37.18,32.54,23.87,8.87,10.44,219.22,141.65,49.02,45.1,44.02,25.97,57.89,33.89,23.73,9.26,49.8,54.92,35.76,29.93,35.89,37.49,33.42,25.52,5.42,17.07,141.65,49.02,45.1,44.02,25.97,57.89,33.89,56.72,35.08,24.29,33.61,23.57,31.33,21.77
112.41,127.93,113.33,75.26,63.58,51.75,140.5,57.98,56.12,92,26.51,81.79,81.39,75.68,108.13,71.53,327.34,76.11,51.31,60.49,57.38,127.93,113.33,75.26,63.58,51.75,140.5,57.98,56.12,92,26.51,82.41,88.88,83.13,108.71,84,250.12,84.96,59.41,51.66,81.56,113.33,75.26,63.58,51.75,140.5,57.98,56.12,79.98,77.86,102.04,74.4,270.29,78.05,51.37
276.87,170.55,208.83,83.03,87.06,68.67,47.59,146.15,120.86,180.78,108.71,171.92,280.06,153.34,214.97,170.2,253.29,268.45,216.65,203.41,213.62,170.55,208.83,83.03,87.06,68.67,47.59,146.15,120.86,180.78,108.71,172.01,271.14,166.2,223.88,179.45,230.42,266.64,213.73,168.95,217.66,208.83,83.03,87.06,68.67,47.59,146.15,120.86,275.41,158.01,212.78,172.69,175.76,263.27,215.26
129.71,257.51,100.04,162.6,94.16,81.75,36.2,86.51,81.69,218.39,121.84,177.03,89.71,239.28,143.36,158.72,93.89,136.32,120.01,150.1,110.29,257.51,100.04,162.6,94.16,81.75,36.2,86.51,81.69,218.39,121.84,175.62,107.59,192.77,151.26,149.93,106.9,143.92,122.12,139.37,113.09,100.04,162.6,94.16,81.75,36.2,86.51,81.69,98.13,217.92,144.55,154.8,68.31,138.46,119.69
178.99,213.05,52.2,49.49,73,67.62,76.96,64.65,81.44,145.51,117.37,300.65,169.71,140.55,257.94,237.31,308.85,234.82,215.79,171.26,174.01,213.05,52.2,49.49,73,67.62,76.96,64.65,81.44,145.51,117.37,315.99,181.6,140.69,253.07,243.42,317.54,240.21,214.45,122.71,163.51,52.2,49.49,73,67.62,76.96,64.65,81.44,157.83,133.7,254.06,237.41,286.17,232.24,211.93
25.53,115.68,25.36,45.15,26.82,24.86,50.7,14.95,52.67,38.2,15.02,55.86,27.38,41.33,32.8,35.83,29.73,27.4,50.58,17.17,8.78,115.68,25.36,45.15,26.82,24.86,50.7,14.95,52.67,38.2,15.02,54.01,24.3,38.99,26.73,34.72,29.37,25.13,50.46,10.57,5.19,25.36,45.15,26.82,24.86,50.7,14.95,52.67,20.64,39.11,26.41,33.26,26.04,21.88,50.16
40.71,165.96,96.8,20.65,35.3,20.48,79.68,7.72,23.92,43.82,7.04,26.52,30.72,15.16,20.76,21.61,15.39,10.06,30.2,18.2,7.08,165.96,96.8,20.65,35.3,20.48,79.68,7.72,23.92,43.82,7.04,45.73,62.39,10.26,51.66,17.53,13.31,5.49,32.52,11.25,3.93,96.8,20.65,35.3,20.48,79.68,7.72,23.92,37.66,11.77,26.49,21.39,15.88,6.72,24.06
9.04,100,79.34,10.51,23.08,10.28,59.17,1.02,41.98,9.08,5.91,21.81,44.32,11.3,19.24,14.03,12.31,1.56,63.07,11.85,32.28,100,79.34,10.51,23.08,10.28,59.17,1.02,41.98,9.08,5.91,13.47,79.77,16.4,21.43,6.93,4.77,0.28,104.71,9.49,34.86,79.34,10.51,23.08,10.28,59.17,1.02,41.98,59.74,14.47,21.72,10.69,7.15,0.27,105.37
23.75,79.39,57.07,22.89,12.91,6.37,39.4,9.81,30.5,7.36,1.78,3.86,8.78,7.81,3.65,2.28,3.09,3.25,15.47,3.04,1.9,79.39,57.07,22.89,12.91,6.37,39.4,9.81,30.5,7.36,1.78,2.92,19.32,6.38,3.09,0.93,0.16,0.61,21.24,1.15,1.47,57.07,22.89,12.91,6.37,39.4,9.81,30.5,10.97,8.49,4,1.52,1.01,1.83,18.65
11.13,125.18,81.29,36.03,20.99,13.54,17.65,36.75,53.23,25.15,0,8.54,10.21,13.25,5.35,4.04,2.91,14.83,20.74,15.01,0,125.18,81.29,36.03,20.99,13.54,17.65,36.75,53.23,25.15,0,4.69,7.37,11.4,3.72,2.88,1.36,12.76,19.9,16.01,0,81.29,36.03,20.99,13.54,17.65,36.75,53.23,7.86,11.55,4.94,3.65,0.84,14.68,22.32
36.13,225.21,73.14,74.02,64.62,50.22,17.39,19.76,31.6,10.36,6.01,35.65,24.04,63.62,33.02,36.7,18.64,33.54,25.17,9.53,10.02,225.21,73.14,74.02,64.62,50.22,17.39,19.76,31.6,10.36,6.01,34.08,30.16,71.41,32.37,30.87,17.35,31.24,13.7,4.73,11.9,73.14,74.02,64.62,50.22,17.39,19.76,31.6,22.6,72.96,29.4,29.63,8.85,29.39,15.72
55.47,306.57,97.44,39.03,39.42,65.07,17.23,41.36,51.02,73.45,9.77,50.2,42.11,37.14,25.3,60.88,24.4,34.16,47.91,44.15,12.39,306.57,97.44,39.03,39.42,65.07,17.23,41.36,51.02,73.45,9.77,52.88,42.2,38.95,19.31,60.49,24.29,36.56,47.88,43.21,18.47,97.44,39.03,39.42,65.07,17.23,41.36,51.02,42.63,35.27,16.33,63.45,17.69,33.69,50.62
67.53,181.99,204.97,57.52,66.73,26.61,49.16,63.53,28.06,144.53,11.67,39.31,79.65,41.51,45.42,21.03,70.36,35.71,19.79,54.02,13.15,181.99,204.97,57.52,66.73,26.61,49.16,63.53,28.06,144.53,11.67,36.18,84.56,42.01,45.18,22.22,70.16,37.7,23.55,56.75,17.72,204.97,57.52,66.73,26.61,49.16,63.53,28.06,93.61,41.08,45.16,19.18,53.86,34.12,16.18
118.81,200.96,215.88,90.64,85.46,153.49,48.16,122.86,64.31,137.32,0.21,128.43,154.99,91.15,145.29,212.07,112.19,161.3,58.81,90.33,0.45,200.96,215.88,90.64,85.46,153.49,48.16,122.86,64.31,137.32,0.21,127.77,139.54,96.31,133.95,181.86,114.8,153.45,67.77,84.46,19.5,215.88,90.64,85.46,153.49,48.16,122.86,64.31,153.66,92.51,138.25,199.87,90.82,155.95,59.53
131.06,218.04,92.93,125.1,165,94.06,41.78,74.14,147.56,185.32,63.04,219.78,124.62,231.01,407.41,233.11,222.41,136.17,264.5,208.5,123.87,218.04,92.93,125.1,165,94.06,41.78,74.14,147.56,185.32,63.04,219.82,146.85,230.64,369.24,234.54,231.29,161.26,251.55,189.68,162.52,92.93,125.1,165,94.06,41.78,74.14,147.56,128.79,228.32,394.76,230.74,169.01,149.53,258.05
210.46,154.41,184.54,81.83,87.23,83.1,24.36,128.14,75.47,217.9,179.15,106.18,165.57,120.42,132.83,161.35,63.16,201.93,110.84,149.76,162.14,154.41,184.54,81.83,87.23,83.1,24.36,128.14,75.47,217.9,179.15,109.56,161.8,126.17,132.14,167.01,96.84,197.32,117.4,140.09,162.48,184.54,81.83,87.23,83.1,24.36,128.14,75.47,160.44,122,131.86,161.93,51.02,197.36,111.82
192.82,244.62,51.14,49.82,44.4,58.71,60.12,47.56,58.58,248.79,124.98,345.14,166.26,141.43,156.87,206.06,241.3,172.74,155.24,292.83,185.31,244.62,51.14,49.82,44.4,58.71,60.12,47.56,58.58,248.79,124.98,368.21,177.06,141.84,146.09,206.83,242.48,179.35,150.57,290.94,153.06,51.14,49.82,44.4,58.71,60.12,47.56,58.58,149.11,126.42,138.77,204.43,208.68,167.88,146.54
66.75,84.26,18.84,35.8,28.84,16.11,192.46,23.99,15.92,113.94,45.43,40.71,20.39,32.74,35.26,23.22,112.82,43.92,15.3,51.22,26.49,84.26,18.84,35.8,28.84,16.11,192.46,23.99,15.92,113.94,45.43,36.78,16.38,33.76,30.67,22.27,113.65,43.42,14.86,46.94,22.4,18.84,35.8,28.84,16.11,192.46,23.99,15.92,12.34,33.1,30.93,20.67,118.44,43.68,13.43
24.17,79.23,45.23,19.98,34.4,3.32,64.96,37.05,13.9,12.49,4.98,12.66,14.36,14.63,20.25,3.49,12.55,48.3,17.57,5.18,5.01,79.23,45.23,19.98,34.4,3.32,64.96,37.05,13.9,12.49,4.98,9.79,7.2,9.85,15.76,0.9,5.15,54.8,17.09,1.64,2.97,45.23,19.98,34.4,3.32,64.96,37.05,13.9,11.99,11.47,19.43,2.03,8.13,55.82,10.64
4.36,121.49,25.47,14.19,27.82,3.23,48.42,15.76,16.84,15.85,0.46,26.5,14.25,15.27,23.19,4.39,10.08,24.19,25.31,20.7,2.51,121.49,25.47,14.19,27.82,3.23,48.42,15.76,16.84,15.85,0.46,50,4.53,11.11,18.21,0.83,2.13,18.57,26.04,16.95,2.08,25.47,14.19,27.82,3.23,48.42,15.76,16.84,11.06,14.2,20.97,1.84,2.77,21.75,29.39
22.35,151.81,57.62,9.36,28.99,6.58,34.97,27.76,3.18,18.79,0.02,7.37,8.84,3.18,8.2,2.34,2.78,9.24,1.62,7.8,0.02,151.81,57.62,9.36,28.99,6.58,34.97,27.76,3.18,18.79,0.02,2.9,7.43,1.47,6.52,0.88,0.16,2.96,0.21,3.65,0.01,57.62,9.36,28.99,6.58,34.97,27.76,3.18,10.28,2.55,8.65,1.55,0.98,7.18,0.84
12.12,110.91,136.98,13.65,45.49,47.49,23.52,43.62,15.2,11.11,0.27,7.56,17.16,5.02,11.58,14.18,3.85,17.6,5.92,6.63,0.33,110.91,136.98,13.65,45.49,47.49,23.52,43.62,15.2,11.11,0.27,5.53,18.27,4.15,6.75,12.91,2.04,20.75,4.77,4.55,0.4,136.98,13.65,45.49,47.49,23.52,43.62,15.2,20.7,4.27,10.32,14.14,1.65,21.99,5.42
64.05,243.44,126.02,16.16,63.62,32.7,19.33,23.63,19.11,18.12,11.66,38.52,41.41,13.89,32.49,23.9,20.74,40.13,15.2,16.65,19.42,243.44,126.02,16.16,63.62,32.7,19.33,23.63,19.11,18.12,11.66,36.58,41.83,8.47,31.33,20.36,19.96,38.56,6.33,16.63,19.54,126.02,16.16,63.62,32.7,19.33,23.63,19.11,43.56,9.69,28.68,19.59,13.68,39.18,6.83
54.4,229.7,121.76,37.01,38.76,34.38,43.48,31.27,37.52,89.24,84.13,37.64,52.61,35.24,24.89,32.2,61.54,25.84,35.17,53.67,106.68,229.7,121.76,37.01,38.76,34.38,43.48,31.27,37.52,89.24,84.13,37.49,53.32,36.54,18.23,34.06,63.57,31.49,35.23,67.01,83.53,121.76,37.01,38.76,34.38,43.48,31.27,37.52,57.09,34.18,14.32,29.82,56.33,25.19,37.81
55.99,232.02,122.17,50.71,68.97,97.35,30.9,26.61,94.37,55.88,8.25,50.09,47.45,36.55,46.97,76.94,44.23,14.96,66.46,20.88,9.27,232.02,122.17,50.71,68.97,97.35,30.9,26.61,94.37,55.88,8.25,50.94,47.62,37.76,46.82,74.28,44.39,17.3,63.04,14.32,19.42,122.17,50.71,68.97,97.35,30.9,26.61,94.37,48.95,34.63,46.89,82.74,31.7,13.14,67.85
133.61,107.34,138.55,90.27,58.62,59.66,102.95,82.61,70.11,129.67,16.85,68.62,99.51,90.78,99.66,82.43,239.84,108.44,64.15,85.3,36.47,107.34,138.55,90.27,58.62,59.66,102.95,82.61,70.11,129.67,16.85,69.95,96.26,101.69,108.91,89.23,207.75,104.17,75.3,80.17,100.63,138.55,90.27,58.62,59.66,102.95,82.61,70.11,98.26,93.9,95.54,82.27,206.74,105.55,65.7
167.37,235.69,229.05,95.77,151.59,43.71,30.14,240.12,170.91,153.12,34.74,237.56,307.16,176.83,374.32,108.35,160.42,441.03,306.38,172.28,68.27,235.69,229.05,95.77,151.59,43.71,30.14,240.12,170.91,153.12,34.74,237.53,293.87,176.69,339.67,122.85,185.23,386.9,297.23,141.03,95.56,229.05,95.77,151.59,43.71,30.14,240.12,170.91,300.75,175.07,361.96,113.34,111.04,404.46,301.05
178.8,151.3,80.54,68.85,86.48,37.28,66.4,137.25,165.29,141.59,98.51,104.03,72.22,101.31,131.72,72.4,172.22,216.26,242.76,97.34,89.18,151.3,80.54,68.85,86.48,37.28,66.4,137.25,165.29,141.59,98.51,106.7,93.36,120.01,131.53,82.51,156.98,187.63,222.26,83.26,89.74,80.54,68.85,86.48,37.28,66.4,137.25,165.29,81.45,108.86,131.49,76.32,145.79,201.91,234.12
402.3,163.95,59.8,106.51,62.75,26.9,76.41,27.44,98.33,129.25,172.8,231.33,194.45,302.47,221.72,94.42,306.67,99.66,260.54,152.13,256.18,163.95,59.8,106.51,62.75,26.9,76.41,27.44,98.33,129.25,172.8,233.71,209.68,302.45,213.06,104.55,307.48,107.49,255.58,91.7,270.86,59.8,106.51,62.75,26.9,76.41,27.44,98.33,182.86,307.61,210,94.98,272.59,93.18,255.55
65.2,74.99,49.77,48.2,57.71,29.97,187.08,14.42,49.32,47.81,47.17,36.23,53.81,44.12,70.55,43.19,109.65,26.39,47.36,21.48,27.53,74.99,49.77,48.2,57.71,29.97,187.08,14.42,49.32,47.81,47.17,34.39,51.53,40.68,77.74,42.41,110.82,24.91,46.94,13.71,22.13,49.77,48.2,57.71,29.97,187.08,14.42,49.32,50.81,40.74,80.35,41.57,116.42,22.88,46.09
18.33,167.9,53.13,15.26,23.56,17.49,164.28,13.74,5.36,25.2,5.21,26.84,16.85,11.18,13.83,18.48,31.73,17.88,6.77,10.46,5.24,167.9,53.13,15.26,23.56,17.49,164.28,13.74,5.36,25.2,5.21,26.12,13.44,6.6,7.4,12.59,34.46,14.87,5.44,4.03,4.07,53.13,15.26,23.56,17.49,164.28,13.74,5.36,16.9,7.55,10.65,17.16,36.78,16.9,1.84
2.78,37.37,34.38,22.14,14.2,24.41,40.23,15.27,2.32,9.09,3.42,8.14,19.2,23.85,11.84,33.29,8.37,23.43,3.49,11.85,18.68,37.37,34.38,22.14,14.2,24.41,40.23,15.27,2.32,9.09,3.42,1.69,5.18,20.67,4.53,47.05,2.12,49.72,2.47,10.89,18.84,34.38,22.14,14.2,24.41,40.23,15.27,2.32,13.24,24.15,7.03,38.82,2.98,30.83,2.11
2.29,183.66,31.62,4.87,42.92,16.95,18.72,22.5,2.06,19.07,8,8.95,4.83,1.67,12.15,6.12,1.5,7.51,1.05,7.93,8.52,183.66,31.62,4.87,42.92,16.95,18.72,22.5,2.06,19.07,8,6.28,4.09,0.47,24.14,6.6,0.05,6.21,0.02,7.03,8.91,31.62,4.87,42.92,16.95,18.72,22.5,2.06,5.23,0.96,16.94,6.68,0.33,8.59,0.26
21.6,118.13,128.57,5.07,2.18,83.53,18.64,22.39,16.83,6.28,15.4,8.08,16.11,1.87,0.55,24.94,3.05,9.03,6.56,3.77,18.89,118.13,128.57,5.07,2.18,83.53,18.64,22.39,16.83,6.28,15.4,3.95,13.05,1.21,0.1,23.54,1.56,5.84,5.24,2.06,19.61,128.57,5.07,2.18,83.53,18.64,22.39,16.83,14.17,1.13,0.3,25.4,1.24,7.18,5.74
54.45,260.21,158.13,42.01,46.39,48.94,18.75,23.51,68.31,19.4,37.75,41.16,51.95,36.11,23.7,35.76,20.1,39.88,54.36,17.83,62.89,260.21,158.13,42.01,46.39,48.94,18.75,23.51,68.31,19.4,37.75,45.93,61.92,31.03,13.89,34.99,18.98,37.79,54.17,12.89,62.05,158.13,42.01,46.39,48.94,18.75,23.51,68.31,62.18,33.55,11.32,35.44,12.27,36.96,58.58
35.91,241.21,129.48,30.17,57.94,23.28,38.72,69.67,37.92,32.69,25.93,39.51,55.97,28.74,37.19,21.76,54.85,57.53,35.56,19.66,32.88,241.21,129.48,30.17,57.94,23.28,38.72,69.67,37.92,32.69,25.93,35.42,56.47,30.56,38.85,23.71,54.74,55.3,35.68,14.97,36.37,129.48,30.17,57.94,23.28,38.72,69.67,37.92,59.87,26.47,39.36,18.89,45.12,57.28,31.83
26.68,219.93,57.14,86.82,38.48,63.59,29.07,64.2,137.96,91.93,35.76,47.5,22.2,62.64,26.19,50.25,41.62,36.1,97.23,34.33,40.27,219.93,57.14,86.82,38.48,63.59,29.07,64.2,137.96,91.93,35.76,49.67,20.49,60.19,25.62,49.35,41.85,37.47,85.88,29.57,43.19,57.14,86.82,38.48,63.59,29.07,64.2,137.96,17.23,68.13,21.62,52.54,28.15,34.92,103.28
124.64,121.28,145.59,73.22,81.91,123.07,75.94,82.26,88.77,109.65,36.04,77.54,104.53,73.64,139.28,170.04,176.92,107.99,81.18,72.13,78.03,121.28,145.59,73.22,81.91,123.07,75.94,82.26,88.77,109.65,36.04,78.81,107.96,84.31,126.97,135.07,143.82,99.25,89.33,63.09,89.13,145.59,73.22,81.91,123.07,75.94,82.26,88.77,104.27,76.29,132.48,158.12,141.48,102.6,81.59
186.31,216.69,98.55,253.62,60.38,47.28,35.18,71.97,118.09,156.44,51.35,218.42,132.15,468.35,149.09,117.18,187.23,132.2,211.69,175.98,100.89,216.69,98.55,253.62,60.38,47.28,35.18,71.97,118.09,156.44,51.35,218.43,144.46,426.77,156.41,136.29,200.13,158.49,216.04,152.03,122.99,98.55,253.62,60.38,47.28,35.18,71.97,118.09,130.33,439.92,145.42,123.86,126.11,145.97,213.43
145.67,254.31,102.11,115.21,62.26,44.6,70.67,102.92,156.94,128.31,155.54,175.2,91.58,169.52,94.82,86.57,183.28,162.19,230.54,88.2,140.75,254.31,102.11,115.21,62.26,44.6,70.67,102.92,156.94,128.31,155.54,172.98,104,165.42,107.59,105.05,169.34,158.27,216.44,68.59,139.71,102.11,115.21,62.26,44.6,70.67,102.92,156.94,94.36,166.24,97.84,94.08,152.61,158.07,223.51
208.2,173.24,48.24,47.13,55.05,25.14,87.31,109.51,152.59,168.85,153.44,244.5,156.87,133.82,194.52,88.25,350.4,397.79,404.29,198.73,227.5,173.24,48.24,47.13,55.05,25.14,87.31,109.51,152.59,168.85,153.44,241.85,168.72,134.22,192.02,101.01,333.62,388.51,425.59,128.36,252.05,48.24,47.13,55.05,25.14,87.31,109.51,152.59,143.12,119.04,190.59,90.56,311.92,402.84,440.1
25.67,65.95,45.57,53.75,34.76,24.89,157.28,33.49,60.63,50.39,65.68,31.88,49.25,49.17,42.48,35.87,92.18,61.3,58.22,22.64,38.32,65.95,45.57,53.75,34.76,24.89,157.28,33.49,60.63,50.39,65.68,27.76,49.62,48.73,38.22,34.9,92.77,61.75,58.96,12.66,39.67,45.57,53.75,34.76,24.89,157.28,33.49,60.63,48.05,49.21,39.24,33.55,96.26,63.24,58.87
12.05,79.57,44.77,19.05,46.29,14.37,108.14,3.61,22.49,33.42,3.85,12.73,14.23,13.94,27.21,15.19,20.92,4.68,28.4,13.87,3.87,79.57,44.77,19.05,46.29,14.37,108.14,3.61,22.49,33.42,3.85,7.73,18.16,9.41,42.37,12,16.87,2.48,26.6,15.26,1.77,44.77,19.05,46.29,14.37,108.14,3.61,22.49,14.75,10.78,35.08,14.87,21.5,2.71,15
15.43,95.69,37.37,19.11,21.99,12.38,35.33,10.49,10.02,16.79,0,20.89,20.86,20.58,18.33,16.89,7.33,16.11,15.08,21.92,0,95.69,37.37,19.11,21.99,12.38,35.33,10.49,10.02,16.79,0,18.41,38.03,18.08,31.83,14.99,1.28,10.65,11.65,17.65,0,37.37,19.11,21.99,12.38,35.33,10.49,10.02,27.64,20.39,22.53,17.04,1.59,12.06,11.2
19.72,89.34,53.93,18.59,3.31,51.73,22.14,27.72,14.69,7.5,3.4,4.38,8.3,6.32,0.92,18.66,1.77,9.25,7.45,3.11,3.63,89.34,53.93,18.59,3.31,51.73,22.14,27.72,14.69,7.5,3.4,2.34,18.49,7.09,0.09,21.7,0.11,6.86,6.89,1.32,2.94,53.93,18.59,3.31,51.73,22.14,27.72,14.69,12.11,6.7,0.23,22.49,0.66,10.1,8.65
13.34,174.33,108.53,13.47,55.97,80.89,18.92,41.27,43.54,23.88,2.17,11.88,13.58,4.95,14.25,24.12,3.1,16.66,16.97,14.25,2.65,174.33,108.53,13.47,55.97,80.89,18.92,41.27,43.54,23.88,2.17,11,25.17,4.04,14.78,28.92,1.71,19.85,16.53,16.01,2.91,108.53,13.47,55.97,80.89,18.92,41.27,43.54,24.39,4.03,14.49,25.96,1.44,19.6,18.18
49.62,189.9,139.61,51.89,70.29,46.82,21.15,13.87,21.4,42.05,18.33,30.06,45.85,44.6,35.89,34.23,22.65,23.54,17.03,38.66,30.54,189.9,139.61,51.89,70.29,46.82,21.15,13.87,21.4,42.05,18.33,25.53,46.61,69.04,25.57,33.93,22.32,20.63,13.69,38.4,31.08,139.61,51.89,70.29,46.82,21.15,13.87,21.4,49.65,54.61,22.89,34.43,17.7,16.39,14.69
42.68,258.94,90.51,49.8,73.69,48.01,30.59,47.6,35.22,63.4,35.59,42.45,39.1,47.41,47.3,44.92,43.31,39.29,33.06,38.14,45.13,258.94,90.51,49.8,73.69,48.01,30.59,47.6,35.22,63.4,35.59,41.93,38.95,47.06,48.78,45.96,42.65,42.06,33.12,33.21,46.89,90.51,49.8,73.69,48.01,30.59,47.6,35.22,38.15,48.89,52.19,44.41,31.1,38.92,31.12
52.68,163.32,119.84,54.95,58.87,41.16,30.48,76.24,86.54,147.01,55.91,35.25,46.56,39.63,40.05,32.55,43.62,42.88,61,54.96,62.96,163.32,119.84,54.95,58.87,41.16,30.48,76.24,86.54,147.01,55.91,32.73,47.08,40.29,40.55,33.96,43.58,43.58,57.49,60.36,66.41,119.84,54.95,58.87,41.16,30.48,76.24,86.54,48.32,38.76,45.1,30.76,33.14,41.73,62.29
140.74,169.73,179.81,93.65,47.22,46.12,58.01,90.63,106.53,176.96,5.4,108.5,129.11,94.18,80.29,63.71,135.15,118.99,97.43,116.39,11.69,169.73,179.81,93.65,47.22,46.12,58.01,90.63,106.53,176.96,5.4,108.9,130.99,99.55,91.87,78.2,126.17,109.57,100.67,110.76,37.25,179.81,93.65,47.22,46.12,58.01,90.63,106.53,129.25,95.38,77.1,67.44,107.18,113.34,95.72
