RAIN4PE,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt
106.6,252.03,64.68,38.48,67.69,55.93,15.23,47.05,26.74,43.78,4.42,57.16,38.73,50.74,60.2,72.48,30.26,53.77,34.7,69.45,13.05,252.03,64.68,38.48,67.69,55.93,15.23,47.05,26.74,43.78,4.42,56.63,39.1,52.83,64.95,71.46,30.31,56.42,35.6,68.36,39.56
42.71,358.97,197.29,56.44,73.99,32.92,23.35,58.1,76.52,80.69,38.07,120.56,119.28,63.34,78.34,40.47,52.56,50.81,83.89,81.4,110.2,358.97,197.29,56.44,73.99,32.92,23.35,58.1,76.52,80.69,38.07,132.83,122.28,63.13,78.65,44.1,53.89,53.28,83.66,72.9,117.96
83.96,175.57,75.82,177.51,66.93,19.98,22.56,80.37,225.58,101.14,1.72,116.15,56.12,184.81,117.33,28.44,54.43,108.8,212.65,124.77,6.61,175.57,75.82,177.51,66.93,19.98,22.56,80.37,225.58,101.14,1.72,116.49,65.77,165.42,116.07,44.38,66.4,112.74,189.07,124.23,59.15
200.39,172.65,234.76,150.89,119,151.2,63.17,79.79,220.87,114.18,40.33,118.16,213.74,189.19,199.51,254.43,228.29,99.48,268.79,169.62,104.17,172.65,234.76,150.89,119,151.2,63.17,79.79,220.87,114.18,40.33,118.51,196.98,179.43,196.71,224.13,209.95,101.1,255.81,169.88,124.53
111.56,222,216.13,50.97,149.36,98.07,52.21,101.65,60.58,91.91,50.01,143.23,181.91,70.38,213.43,178.67,127.03,150.28,83.46,123.92,79.32,222,216.13,50.97,149.36,98.07,52.21,101.65,60.58,91.91,50.01,143.16,181.67,83.17,206.64,171.83,128.2,148.4,86.07,121.85,79.45
160.7,165.23,82.08,71.17,68.39,29.15,15.99,38.04,140.72,105.79,16.14,130.14,148.97,112.79,134.87,57.1,35.81,77.1,208.12,156.45,25.02,165.23,82.08,71.17,68.39,29.15,15.99,38.04,140.72,105.79,16.14,130.48,142.81,113.76,133.98,73.33,59.59,90.79,202.91,160.06,23.06
87.75,148.32,61.3,53.47,27.59,23.02,58.37,26.28,44.21,54.2,8.26,79.28,73.34,54.16,37.31,36.69,37.97,53.26,46.98,69.96,10,148.32,61.3,53.47,27.59,23.02,58.37,26.28,44.21,54.2,8.26,80.68,74.72,53.53,35.38,38.73,40.92,53.35,48.72,68.03,8.66
26.96,60.82,40.88,27.41,30.79,16.86,68.81,22.1,4.47,8.03,2.74,11.24,14.99,23.24,20.91,20.61,15.28,33.27,6.55,10.51,7.35,60.82,40.88,27.41,30.79,16.86,68.81,22.1,4.47,8.03,2.74,8.11,12.19,22.71,22.93,16.22,9.73,35.74,5.86,9.37,6.44
13.3,65.57,64.16,39.25,23.74,9.87,281.29,15.63,0.3,11.69,0,10.34,25.93,30.6,14.33,9.75,42.31,17.34,0.31,32.7,0,65.57,64.16,39.25,23.74,9.87,281.29,15.63,0.3,11.69,0,6.88,25.28,46.08,18.64,6.53,72.86,16.15,0.16,34.24,0
22.63,131.77,31.23,36.45,27.05,21.58,93.36,21.13,6.21,7.72,0,11.44,8.55,22.16,13.66,13.84,13.09,12.56,5.61,15.5,0,131.77,31.23,36.45,27.05,21.58,93.36,21.13,6.21,7.72,0,7.54,5.89,27.79,12.25,13.18,13.36,26.26,3.32,13.57,0
34.3,303.96,89.99,8.81,27.84,97.07,72.79,30.26,34.13,17.22,2.75,46.33,25.17,7.25,15.84,64.64,26.27,27.2,29.66,48.94,14.87,303.96,89.99,8.81,27.84,97.07,72.79,30.26,34.13,17.22,2.75,54.75,19.7,2.71,6,93.34,16.61,23.74,20.75,48.65,16.46
57.66,280.12,130.35,39.82,124.05,35.48,26.3,22.05,43.78,16.46,3.29,47.51,45.89,36.66,67.9,27.78,29.5,40.13,37.36,32.47,10.1,280.12,130.35,39.82,124.05,35.48,26.3,22.05,43.78,16.46,3.29,49.29,47.73,31.22,77.81,21.16,27.58,42.2,31.19,22.3,10.09
84.94,311.25,56.68,22.57,70.16,104.72,21.6,43.54,37.71,28.14,2.51,70.6,33.95,29.8,62.38,135.68,42.9,49.78,49.01,44.63,7.42,311.25,56.68,22.57,70.16,104.72,21.6,43.54,37.71,28.14,2.51,71.43,34.17,33.32,59.93,127.12,43.14,56.25,49.33,42.77,23.47
104.32,119.35,79.34,35.61,52.66,17.01,62.52,73.25,92.92,50.91,12.84,40.07,47.97,39.98,55.77,20.93,140.72,64.09,101.86,51.34,37.15,119.35,79.34,35.61,52.66,17.01,62.52,73.25,92.92,50.91,12.84,33.56,46.58,42.64,55.48,24.18,138.25,67.18,100.79,45.49,64.54
174.93,167.27,132.25,93.18,45.79,82.23,24.28,43.39,220.65,118.17,18.38,110.69,97.92,97.01,80.28,117.14,58.55,58.75,208.05,145.79,70.55,167.27,132.25,93.18,45.79,82.23,24.28,43.39,220.65,118.17,18.38,110.59,101.69,96.61,86.9,118.63,73,73.09,190.67,150.79,42.25
167.13,175.32,221.37,179.82,54.97,76.3,116.14,246.25,236.07,106.38,48.93,119.98,201.55,225.45,92.16,128.39,419.7,307.07,287.31,158.04,126.37,175.32,221.37,179.82,54.97,76.3,116.14,246.25,236.07,106.38,48.93,120.48,192.59,207.83,100.73,133.59,277.58,245.07,266.03,169.79,124.8
153.67,232.3,221.05,84.13,92.58,62.48,51.09,81.7,114.81,151.57,46.71,149.88,186.06,116.18,132.3,113.85,124.33,120.82,158.2,204.33,74.08,232.3,221.05,84.13,92.58,62.48,51.09,81.7,114.81,151.57,46.71,149.83,183.8,122.78,130.06,118.64,141.04,119.08,158.78,236.84,74.12
145.58,106.6,58.9,145.36,89.89,181.77,21.26,62.94,103.03,88.59,109.96,83.94,106.88,230.38,177.26,356.06,47.58,127.58,152.38,131.04,170.44,106.6,58.9,145.36,89.89,181.77,21.26,62.94,103.03,88.59,109.96,85.38,119.25,209.64,175.17,282.8,73.11,137.16,153.57,134.07,169.82
68.17,113.43,15.58,55.93,24.77,27,82.14,29.3,57.51,66.64,83.67,60.62,18.63,56.65,33.51,43.05,53.43,59.38,61.11,86.02,101.2,113.43,15.58,55.93,24.77,27,82.14,29.3,57.51,66.64,83.67,60.17,17.64,56.4,30.16,43.82,51.27,59.42,61.06,89.81,102.9
20.72,83.65,34.98,39.04,34.26,9.73,78.23,4.5,3.76,14.84,8.79,15.44,12.85,33.08,23.29,11.9,17.37,6.77,5.5,19.45,23.54,83.65,34.98,39.04,34.26,9.73,78.23,4.5,3.76,14.84,8.79,12.79,5.6,34,24.31,8.65,13.21,4.24,4.92,17.94,22.01
5.91,160.77,4.98,32.27,40.13,3.51,100.56,13.73,25.64,2.83,0.13,25.4,2.02,25.15,24.23,3.48,15.14,15.23,27.88,7.92,1.6,160.77,4.98,32.27,40.13,3.51,100.56,13.73,25.64,2.83,0.13,34.16,0.3,33.78,37.97,1.16,9.61,11.37,28.39,8.86,3.8
6.18,223.76,45.79,8.08,34.47,10.63,119.78,25.48,17.12,12.15,0,19.43,12.55,4.92,17.42,6.84,16.8,15.14,15.5,24.42,0,223.76,45.79,8.08,34.47,10.63,119.78,25.48,17.12,12.15,0,20.89,10.56,2.38,18.22,5.13,17.46,9.85,17.86,31.39,0
6.28,148.86,96.22,14.25,40.6,1.07,37.23,34.85,23.17,8.56,0.22,22.68,26.88,11.7,23.08,0.71,13.43,31.34,20.14,24.33,1.19,148.86,96.22,14.25,40.6,1.07,37.23,34.85,23.17,8.56,0.22,8.96,20.89,7.43,14.07,0.13,4.41,41.36,10.59,23.36,1.53
38.89,159.66,94.81,65.61,80.52,73.86,23.47,18.69,105.67,16.44,25.81,27.09,33.39,60.47,44.06,57.86,26.32,33.99,90.14,32.44,79.24,159.66,94.81,65.61,80.52,73.86,23.47,18.69,105.67,16.44,25.81,17.22,17.34,65.85,42.45,73.03,23.85,29.47,123.93,34.89,79.57
28.84,165.7,81.66,41.77,72.46,13.35,8.17,93.33,69.17,45.82,103.55,37.59,48.88,55.09,64.46,17.3,16.23,106.69,89.89,72.68,305.98,165.7,81.66,41.77,72.46,13.35,8.17,93.33,69.17,45.82,103.55,33.96,48.62,56.56,67.18,20.56,16.35,88.05,88.62,74.15,176.47
49.74,175.54,76.8,33.68,33.32,51.93,22.5,43.27,45.75,111.12,45.69,58.98,46.42,37.8,35.27,63.84,50.67,37.84,50.17,112.07,132.25,175.54,76.8,33.68,33.32,51.93,22.5,43.27,45.75,111.12,45.69,59.55,46.05,41.06,34.79,64.19,52.26,41.57,49.56,118.25,129.86
91.47,120.22,82.83,112.08,52.96,43.11,41.39,77.07,134.94,103.77,94.3,79.54,61.32,116.67,92.84,61.41,99.84,104.33,127.21,128.03,361.96,120.22,82.83,112.08,52.96,43.11,41.39,77.07,134.94,103.77,94.3,80.66,65.09,124,102.31,81.31,106.92,104.76,122.25,129.02,228.15
142.94,255.83,183.46,126.24,81.38,104.71,74.85,147.76,136.96,155.26,115.35,175.08,167.06,158.24,136.44,176.22,270.47,184.25,166.69,230.64,297.9,255.83,183.46,126.24,81.38,104.71,74.85,147.76,136.96,155.26,115.35,174.49,158.28,160.15,139.17,173.51,239.13,187.2,164.97,251.02,230.84
108.15,159.03,361.55,92.48,127.38,81.75,56.25,72.97,72.36,151.03,126.77,102.59,304.36,127.7,182,148.93,136.89,107.87,99.71,203.61,201.04,159.03,361.55,92.48,127.38,81.75,56.25,72.97,72.36,151.03,126.77,99.7,274.6,130.1,177.51,152.53,141.99,113.87,101.07,244.64,201.03
146.37,173.18,253.39,49.16,81.09,74.46,31.97,77.66,88.39,85.28,139.83,136.4,459.84,77.95,159.91,145.84,71.54,157.43,130.71,126.12,216.73,173.18,253.39,49.16,81.09,74.46,31.97,77.66,88.39,85.28,139.83,136.88,331.06,89.28,158.31,154.11,99.29,144.78,133.5,129.22,220.56
52.38,89.63,45.78,73.73,44.49,24.05,85.89,31.75,51.93,53.32,104.15,47.9,54.76,74.67,60.22,38.36,55.87,64.35,55.15,68.82,126.03,89.63,45.78,73.73,44.49,24.05,85.89,31.75,51.93,53.32,104.15,46.53,54.51,75.28,59.99,39.9,54.45,64.31,55.82,67.98,128.13
10.52,187.33,68.21,5.34,62.46,3.98,98.98,21.43,5.03,26.35,36.53,34.58,25.01,4.52,42.45,4.88,21.97,32.27,7.36,34.53,97.86,187.33,68.21,5.34,62.46,3.98,98.98,21.43,5.03,26.35,36.53,35.49,20.44,2.41,46.64,2.29,20.37,31.79,7.06,45.1,115.05
6.69,61.17,24.69,14.93,14.91,8.06,126.74,12.42,5.45,2.32,0.39,9.66,9.99,11.61,9.01,7.98,19.06,13.8,5.93,6.5,4.8,61.17,24.69,14.93,14.91,8.06,126.74,12.42,5.45,2.32,0.39,5.92,3.73,7.11,4.66,4.1,15.42,11.45,4.77,7.03,15.46
4.66,271.93,65.11,14.62,41.82,14.07,37.87,21.05,19.57,9.54,0.06,23.61,17.82,8.9,21.13,9.05,5.33,12.5,17.68,19.17,0.28,271.93,65.11,14.62,41.82,14.07,37.87,21.05,19.57,9.54,0.06,34.32,31.56,6.55,31.54,6.18,1.47,26.33,12.37,23.64,3.25
6.39,225.37,111.9,21.29,43.37,31.3,66.38,26.84,23.45,3.42,1.41,34.34,31.29,17.48,24.67,20.85,23.97,24.12,20.38,9.73,7.62,225.37,111.9,21.29,43.37,31.3,66.38,26.84,23.45,3.42,1.41,33,25.88,10.66,18.77,59.18,18.47,20.8,10.47,3.01,7.77
32.17,215.66,116.25,49.34,53.85,42.71,26.43,27.51,36.79,20.46,55.68,36.57,40.92,45.42,29.49,33.47,29.67,50.05,31.37,40.39,170.94,215.66,116.25,49.34,53.85,42.71,26.43,27.51,36.79,20.46,55.68,33.69,31.97,55.96,19.03,27.89,26.28,50.72,18.29,37.28,165.15
45.66,268.73,104.09,50.89,68.96,73.34,37.65,67.95,33.8,12.62,68.37,60.96,62.29,67.1,61.29,95.03,74.78,77.69,43.93,20.01,202.02,268.73,104.09,50.89,68.96,73.34,37.65,67.95,33.8,12.62,68.37,59.98,61.63,64.75,58.12,82.96,74.75,66.77,45.13,18.85,135.88
71.03,183.49,128.4,114.07,62.51,85.16,29.81,87.25,52.36,57.24,1.48,61.63,77.64,128.01,66.19,104.69,67.11,76.35,57.4,57.7,4.29,183.49,128.4,114.07,62.51,85.16,29.81,87.25,52.36,57.24,1.48,59.97,78.75,120.27,65.95,97.05,66.77,75.82,58.39,59.64,23.34
79.07,148.98,80.56,98.36,61.24,78.04,52.23,120.34,69.7,105.12,55.41,98.6,59.65,102.39,107.32,111.17,125.97,162.86,65.74,129.65,212.67,148.98,80.56,98.36,61.24,78.04,52.23,120.34,69.7,105.12,55.41,99.12,66.53,102.16,112.26,113.7,129.46,143.81,72.96,125.38,177.45
163.85,163.45,134.41,180.77,119.07,118.71,52.92,106.54,47.92,101.1,90.35,111.88,122.38,226.64,199.61,199.77,191.25,132.82,58.32,150.2,233.34,163.45,134.41,180.77,119.07,118.71,52.92,106.54,47.92,101.1,90.35,112.62,128.4,209.64,198.29,192.26,193.8,133.14,63.49,144.69,208.3
152.79,91.18,108.94,96.69,99.86,99.83,47.14,119.51,73.31,74.7,125.34,24.31,91.71,133.51,142.7,181.88,114.72,176.71,101.03,100.7,198.75,91.18,108.94,96.69,99.86,99.83,47.14,119.51,73.31,74.7,125.34,23.06,101.07,138.57,144.53,175.17,124.72,175.21,100.64,78.47,198.59
150.9,150.04,40.2,97.69,98.52,68.17,72.88,92.83,52.85,42.9,98.79,118.18,72.97,154.85,194.29,133.54,163.1,188.2,78.17,63.43,153.1,150.04,40.2,97.69,98.52,68.17,72.88,92.83,52.85,42.9,98.79,118.5,90.23,149.49,186.93,140.12,148.95,169.72,83.41,44.19,153.27
67.88,62.51,35.82,46.99,32.56,32.93,107.64,40.98,16.47,13.41,36.04,33.4,42.86,47.59,44.07,52.51,70,83.03,17.52,17.32,43.62,62.51,35.82,46.99,32.56,32.93,107.64,40.98,16.47,13.41,36.04,32.04,41.73,47.26,40.57,53.2,67.62,82.89,20.38,15.85,42.53
14.2,179.11,45.51,17.87,14.84,21.56,190.28,6.42,6.09,5.3,11.85,33.07,16.7,15.15,10.1,26.35,42.23,9.66,8.91,6.95,31.75,179.11,45.51,17.87,14.84,21.56,190.28,6.42,6.09,5.3,11.85,52.89,16.63,11.99,4.21,27.54,52.25,7.54,8.29,4.21,32.2
2.12,125.63,14.14,33.93,8.47,14.84,198.94,18.07,12.03,6.93,6.59,19.85,5.72,26.46,5.1,14.68,29.93,20.07,13.08,19.4,81.12,125.63,14.14,33.93,8.47,14.84,198.94,18.07,12.03,6.93,6.59,20.72,6.72,31.24,3.53,29.3,33.45,16.15,11.09,16.78,65.03
4.97,184.56,51.42,10.2,40.11,12.05,36.69,20.17,5.05,3.36,1.15,16.02,14.09,6.22,20.26,7.74,5.16,11.99,4.56,6.75,5.35,184.56,51.42,10.2,40.11,12.05,36.69,20.17,5.05,3.36,1.15,31.8,12.34,3.48,28.53,6.18,2.07,13.68,2.06,5.86,13.21
31.03,72.3,81.77,83.59,78.64,15.64,16.78,37.97,21.72,1.99,0,11.02,22.88,68.65,44.74,10.43,6.06,34.14,18.88,5.66,0,72.3,81.77,83.59,78.64,15.64,16.78,37.97,21.72,1.99,0,6.24,12.51,90.24,52.07,5.78,1.33,38.02,9.34,2.08,0
34.14,259.93,73.79,59.82,84.5,89.27,16.29,32.44,43.71,14.11,6,44.06,25.99,55.12,46.26,69.95,18.25,59.03,37.27,27.87,18.42,259.93,73.79,59.82,84.5,89.27,16.29,32.44,43.71,14.11,6,32.27,15.13,54.03,38.61,70.86,15.9,58.63,43.87,21.48,18.84
48.36,284.03,54.35,31.74,82.48,28.6,17.83,39.68,52.44,24.37,0.01,64.42,32.51,41.85,73.34,37.07,35.41,45.37,68.16,38.64,0.03,284.03,54.35,31.74,82.48,28.6,17.83,39.68,52.44,24.37,0.01,72.79,32.9,45.38,81.16,40.41,35.6,50.31,66.89,37.65,2.17
38.88,158.61,85.33,71.91,47.84,30.92,30.01,58.67,23.23,28.01,2.95,53.28,51.59,80.7,50.69,38.02,67.56,51.31,25.46,28.23,8.54,158.61,85.33,71.91,47.84,30.92,30.01,58.67,23.23,28.01,2.95,49.14,51.13,78.66,50.17,41.77,68.48,53.69,31.88,19.55,30.24
118.69,116.6,104.18,46.31,32.15,57.66,51.61,51.87,60.29,58.53,16.06,77.15,77.12,48.22,56.39,82.14,124.5,70.17,56.85,72.22,61.67,116.6,104.18,46.31,32.15,57.66,51.61,51.87,60.29,58.53,16.06,78.26,81.87,58.89,69.56,88.7,133.79,85.07,69.75,66.73,143.65
186.14,197.04,167.65,109.27,95.51,130.71,29.18,144.72,106.93,59.41,88.02,134.84,152.63,137,160.13,219.96,105.45,180.51,130.13,88.25,227.33,197.04,167.65,109.27,95.51,130.71,29.18,144.72,106.93,59.41,88.02,134.95,160.2,137.97,160.87,210.59,128.88,177.49,135.96,72.81,207.8
135.05,176.57,179.72,98.67,60.95,77.04,58.92,61.6,63.26,88.55,79.48,113.91,151.25,136.25,87.1,140.35,143.38,91.08,87.16,119.38,126.04,176.57,179.72,98.67,60.95,77.04,58.92,61.6,63.26,88.55,79.48,111.91,147.09,140.21,93.46,134.95,126.93,98.97,89.44,115.66,126.12
84.83,130.34,61.45,91.81,64.8,69.73,41.96,86.67,90.26,52.01,124.13,102.64,111.54,145.5,127.78,136.59,93.92,175.7,133.47,76.94,192.39,130.34,61.45,91.81,64.8,69.73,41.96,86.67,90.26,52.01,124.13,103.88,126.22,150.8,129.82,138.88,108.81,174.36,133.23,60.83,193.57
54.24,71.85,97.6,54.86,39.7,61.28,83.82,22.46,47.93,35.31,64.23,38.41,116.73,55.56,53.74,97.68,54.53,45.49,50.93,45.57,77.72,71.85,97.6,54.86,39.7,61.28,83.82,22.46,47.93,35.31,64.23,36.79,120.57,56.36,52.02,95.88,56.58,45.67,51.94,42.39,79.33
13.75,96.5,54.08,22.05,32.84,12.6,50.39,2.74,17.39,7.43,5.52,17.83,19.82,18.71,22.34,15.39,11.17,4.12,25.41,9.71,14.77,96.5,54.08,22.05,32.84,12.6,50.39,2.74,17.39,7.43,5.52,14.8,22.85,16.96,22.11,14.26,6.34,2.71,24.88,6.98,11.96
0.93,49.86,43.08,3.2,20.83,23.98,131.58,3.74,11.67,0.83,7.41,7.88,17.43,2.48,12.57,23.69,19.78,4.15,12.66,2.33,91.21,49.86,43.08,3.2,20.83,23.98,131.58,3.74,11.67,0.83,7.41,5.68,21.28,1.68,6.85,30.17,31.92,1.64,11.22,3.46,53.8
1.97,24.65,42.04,14.8,16.89,19.6,59.79,11.95,5.42,0.31,11.64,2.15,11.51,9,8.54,12.59,8.39,7.1,4.91,0.62,54.05,24.65,42.04,14.8,16.89,19.6,59.79,11.95,5.42,0.31,11.64,1.07,7.13,9.13,6.79,12.04,2.9,3.13,1.82,0.31,32.53
44.56,106.54,113.13,27.83,22.33,78.61,33.12,30.58,12.01,2.15,7.01,16.25,31.61,22.85,12.7,52.35,11.98,27.5,10.44,6.12,37.9,106.54,113.13,27.83,22.33,78.61,33.12,30.58,12.01,2.15,7.01,7.9,72.27,17.2,5.17,48.45,5.66,67.03,4.34,1.64,37.47
67.9,76.73,144.3,41.16,54.49,46.95,10.55,12.07,47.3,19.6,1.6,13.03,50.85,37.92,29.83,36.76,11.83,21.98,40.34,38.7,4.91,76.73,144.3,41.16,54.49,46.95,10.55,12.07,47.3,19.6,1.6,4.4,51.29,34.64,18.58,34.59,9.17,16.44,39.69,29.69,5.37
48.45,266.4,135.4,34.18,60.88,58.25,20.77,90.17,22.81,69.75,32.27,60.39,81.04,45.09,54.14,75.48,41.27,103.08,29.66,110.63,95.38,266.4,135.4,34.18,60.88,58.25,20.77,90.17,22.81,69.75,32.27,62.97,80.89,48.42,52.99,75.25,41.4,80.72,30.77,112.44,102.11
73.76,224.09,167.68,62.01,54.66,77.66,28.68,100.51,48.59,98.95,2.91,75.28,101.36,69.6,57.88,95.47,64.56,87.93,53.27,99.81,8.41,224.09,167.68,62.01,54.66,77.66,28.68,100.51,48.59,98.95,2.91,84.2,102.75,71.65,57.53,93.45,65.7,86.3,57.21,105.36,17.2
150.23,136.32,139.71,92.44,33.91,43.19,41,62.73,129.13,92.81,17.71,90.19,103.43,96.25,59.47,61.51,98.92,84.87,121.72,114.51,67.99,136.32,139.71,92.44,33.91,43.19,41,62.73,129.13,92.81,17.71,91.35,108.03,102.11,73.61,79.94,101.48,86.47,125.17,115.49,109.85
205.54,233.35,43.38,133.61,128.15,80.07,23.48,87.88,180.11,129.02,17.72,159.69,39.49,167.48,214.82,134.74,84.86,109.56,219.25,191.64,45.76,233.35,43.38,133.61,128.15,80.07,23.48,87.88,180.11,129.02,17.72,159.88,55.2,162.12,207.14,134.91,110.98,121.97,211.1,200.09,63.34
125.81,209.92,120.41,108.25,115.63,49.33,52.42,95.28,135.99,96.2,82.02,135.42,101.36,149.48,165.28,89.89,127.57,140.86,187.42,129.71,130.08,209.92,120.41,108.25,115.63,49.33,52.42,95.28,135.99,96.2,82.02,135.33,108.89,151.35,164.57,96.25,115.61,137.87,185.51,123.04,130.01
130.55,199.37,59.11,112.67,137.92,102.71,60.2,74.44,163.27,106.09,41.56,157.02,107.29,178.56,272.02,201.18,134.7,150.91,241.47,156.91,64.42,199.37,59.11,112.67,137.92,102.71,60.2,74.44,163.27,106.09,41.56,156.97,123.64,171.61,255.52,168.02,130.51,151.85,228.58,153.2,61.11
46.14,198.24,59.3,59.8,29.34,42.93,120.54,30.31,50.6,52.22,16.57,105.96,70.93,60.55,39.71,68.47,78.4,61.4,53.76,67.41,20.04,198.24,59.3,59.8,29.34,42.93,120.54,30.31,50.6,52.22,16.57,111.06,71.59,60.97,36.44,68.45,76.43,61.45,54.3,67.32,18.7
2.53,108.67,41.03,12.79,13.29,27.86,107.55,10.87,13.48,22.76,17.42,20.04,15.05,10.83,9.04,34.01,23.84,16.37,19.7,29.83,46.65,108.67,41.03,12.79,13.29,27.86,107.55,10.87,13.48,22.76,17.42,20.2,7.73,6.55,2.75,49.86,18.56,14.74,18.65,41.5,50.21
16.82,157.81,35.28,11.76,9.79,26.79,56.07,11.18,0.76,0.01,0,24.91,14.26,9.17,5.92,26.48,8.42,12.41,0.82,0.03,0,157.81,35.28,11.76,9.79,26.79,56.07,11.18,0.76,0.01,0,24.01,5.81,5.85,2.51,23.27,5.46,10.68,0.5,0.09,0
0.94,81.77,38.74,44.07,22.25,39.85,34.46,26.95,18.1,0.24,0.04,7.13,10.6,26.79,11.24,25.59,4.86,16,16.38,0.48,0.19,81.77,38.74,44.07,22.25,39.85,34.46,26.95,18.1,0.24,0.04,3.28,8.55,49.57,9.37,27.1,2.36,14.61,13.5,0.16,2.82
10.97,150.53,102.28,27.89,47.29,63.83,38.68,24.09,5.9,3.15,15.09,22.93,28.59,22.89,26.88,42.51,13.97,21.64,5.12,8.96,81.59,150.53,102.28,27.89,47.29,63.83,38.68,24.09,5.9,3.15,15.09,14.3,34.77,15.28,16.88,30.24,7.75,16.07,1.5,6.46,80.79
19.67,218.47,147.46,35.19,123.18,23.16,8.86,21.48,56.64,6,0.39,37.07,51.92,32.4,67.41,18.12,9.94,39.06,48.33,11.84,1.2,218.47,147.46,35.19,123.18,23.16,8.86,21.48,56.64,6,0.39,26.4,48.51,24,91.46,13.01,7.84,38.67,46.54,6.79,1.45
68.21,244.99,106.86,63.62,79.69,61.34,13.85,45.68,47.43,52.95,7.99,55.56,63.96,83.89,70.84,79.49,27.56,52.22,61.67,83.97,23.61,244.99,106.86,63.62,79.69,61.34,13.85,45.68,47.43,52.95,7.99,55.61,64.13,78.99,83.92,72.77,27.78,60.06,61.82,86.05,45.57
