RAIN4PE,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_lsraw,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2_ls,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2-ptraw,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt,CCCma-CanESM2_pt
51.1,327.25,94.02,75.8,61.8,55.12,23.27,99.49,50.11,67.5,37.18,109.94,56.83,85.09,65.46,67.77,52.39,87.04,54.91,68.08,107.6,327.25,94.02,75.8,61.8,55.12,23.27,99.49,50.11,67.5,37.18,126.18,55.8,82.55,65.25,68.88,52.8,84.73,58.83,73.54,94.86
106.67,217.69,123.25,113.49,27.19,163.15,33.47,41.42,182.32,62.24,55.12,144.06,91.26,118.15,47.68,232.39,80.74,56.03,171.9,76.75,211.58,217.69,123.25,113.49,27.19,163.15,33.47,41.42,182.32,62.24,55.12,143.72,96.51,115.28,63.85,191.64,86.46,65.19,161.63,68.08,194.35
136.38,207.26,164.56,109.4,71.99,67.39,36.15,185,158.31,103.17,47.01,141.86,149.84,137.13,120.68,113.4,130.64,230.67,192.68,153.22,121.41,207.26,164.56,109.4,71.99,67.39,36.15,185,158.31,103.17,47.01,142.3,151.99,143.48,121.63,119.37,153.6,221.16,192.37,159.84,135.13
171.43,325.82,97.91,102.4,105.27,104.29,49.91,70.5,143.09,91.93,123.48,210.18,82.41,141.42,150.45,190,121.43,104.25,197.2,123.94,195.81,325.82,97.91,102.4,105.27,104.29,49.91,70.5,143.09,91.93,123.48,215.8,93.72,144.45,145.63,185.03,127.45,107.1,195.58,117.57,195.68
138.86,177.35,51.59,65.3,75.33,40.85,83.93,76.55,213.91,105.27,48.97,139.7,93.62,103.51,148.55,80,187.83,155.19,316.36,155.66,75.91,177.35,51.59,65.3,75.33,40.85,83.93,76.55,213.91,105.27,48.97,139.83,112.94,111.88,149.45,96.32,160.79,154.34,290.3,154.73,73.31
89.29,141.73,59.82,52.25,43.99,24.27,179.08,12.06,24.11,56.92,49.48,75.76,71.52,52.9,59.55,38.71,116.45,24.42,25.59,73.49,59.86,141.73,59.82,52.25,43.99,24.27,179.08,12.06,24.11,56.92,49.48,77.52,73.1,52.65,57.78,40.38,109.75,24.52,28.11,73.13,58.7
15.61,40.11,64.67,10.1,8.08,6.68,125.14,9.4,18.7,19.77,5.97,7.38,23.72,8.55,5.48,8.18,27.78,14.16,27.31,25.91,15.98,40.11,64.67,10.1,8.08,6.68,125.14,9.4,18.7,19.77,5.97,4.06,17.45,4.73,1.49,3.75,28.62,12.31,27.82,24.78,15.53
7.14,168.74,23,20.98,24.17,6.02,109.73,10.91,14.95,0.3,0.38,26.65,9.32,16.35,14.61,5.96,16.48,12.12,16.25,0.84,4.68,168.74,23,20.98,24.17,6.02,109.73,10.91,14.95,0.3,0.38,28.22,6.25,14.93,9.42,1.57,15.44,7.95,15.44,1.26,9.82
12.38,131.97,29.08,29.12,15.43,63.49,44.32,11.88,18.89,6.09,0,11.47,7.97,17.71,7.79,40.83,6.19,7.05,17.08,12.25,0,131.97,29.08,29.12,15.43,63.49,44.32,11.88,18.89,6.09,0,9.08,3.67,16.89,5.23,55.25,2.06,3.34,29,10.64,0
2.77,190.79,88.65,12.1,62.81,22.07,21.3,29.05,32.07,11.64,1.06,29.05,24.78,9.92,35.75,14.7,7.68,26.1,27.86,33.09,5.73,190.79,88.65,12.1,62.81,22.07,21.3,29.05,32.07,11.64,1.06,26.47,24.31,7.32,56.54,15.71,2.48,36.64,34.02,19.86,6.82
65.64,278.28,120.34,33.07,92.66,83.22,19.57,34.43,50.84,30.54,10.56,47.22,42.37,30.47,50.74,65.19,21.98,62.6,43.37,60.31,32.41,278.28,120.34,33.07,92.66,83.22,19.57,34.43,50.84,30.54,10.56,41.62,45.16,21.27,68.71,105.19,18.76,63.6,35.14,54.88,34.65
69.04,208.99,161.84,52.28,52.85,43.27,27.59,52.11,56.87,67.18,11.38,47.38,96.86,68.92,47.01,56.06,54.8,59.55,73.87,106.54,33.62,208.99,161.84,52.28,52.85,43.27,27.59,52.11,56.87,67.18,11.38,44.94,96.09,68.71,45.01,57.5,54.75,60.55,73.66,110.07,33.77
42.84,202.65,105.05,48.14,81.31,39.47,113.66,31.68,71.14,49.45,28.74,68.1,63.52,54.06,86.09,48.52,255.88,27.68,77.98,49.86,83.17,202.65,105.05,48.14,81.31,39.47,113.66,31.68,71.14,49.45,28.74,71.23,63.25,56.95,86.77,52.21,242.11,33.52,76.67,46.14,78.93
126.11,152.09,125.93,105.35,63.83,55.17,67.92,58.84,134.85,71.29,28.29,100.65,93.24,109.67,111.88,78.61,163.83,79.59,127.13,87.97,108.58,152.09,125.93,105.35,63.83,55.17,67.92,58.84,134.85,71.29,28.29,100.95,99.8,108.43,118.04,91.12,151.47,96.55,123.99,84.12,101.4
168.15,204.6,119.89,96.7,133.04,85.92,33.34,124.12,92.8,104.34,39.03,140.03,109.15,121.25,223.03,144.58,120.44,154.78,112.96,155.01,100.81,204.6,119.89,96.7,133.04,85.92,33.34,124.12,92.8,104.34,39.03,140.22,122.31,126.6,216.83,142.25,134.01,159.17,119.95,152.82,97.53
188.2,137.74,133.57,114.47,94.03,67.86,54.7,114.14,102.24,116.57,103.42,54.31,112.45,158.08,134.37,123.63,133.1,168.74,140.91,157.15,164.02,137.74,133.57,114.47,94.03,67.86,54.7,114.14,102.24,116.57,103.42,57.09,118.26,152.74,132.62,131.51,138.12,161.38,141.2,150.93,164.17
154.38,194.3,98.76,154.03,46.4,157.17,103.47,130.28,62.08,98.99,79.08,153.05,179.23,244.15,91.51,307.87,231.52,264.11,91.8,146.4,122.55,194.3,98.76,154.03,46.4,157.17,103.47,130.28,62.08,98.99,79.08,152.84,185.81,211.89,94.86,251.06,188.72,226.51,96.25,144.43,119.05
41.08,91.51,47.1,42.6,34.42,19.2,85.51,32.72,61.11,40.05,38.49,48.91,56.31,43.14,46.56,30.59,55.62,66.29,64.93,51.7,46.58,91.51,47.1,42.6,34.42,19.2,85.51,32.72,61.11,40.05,38.49,47.81,55.81,42.54,45.16,32.34,56.87,66.28,64.67,51.07,45.36
26.35,122.03,78.1,23.78,14.57,4.72,232.25,24.51,9.54,7.24,0.39,22.53,28.68,20.16,9.88,5.76,51.57,36.91,13.92,9.47,1.04,122.03,78.1,23.78,14.57,4.72,232.25,24.51,9.54,7.24,0.39,20.27,30.82,18.91,7.58,4.55,71.14,35.78,13.03,5.67,0.78
16.58,22.03,17.82,17.5,26.45,2.43,47.06,11.97,9.1,3.4,0.05,3.46,7.19,13.62,15.97,2.41,7.1,13.28,9.89,9.53,0.62,22.03,17.82,17.5,26.45,2.43,47.06,11.97,9.1,3.4,0.05,1.08,1.81,9,19.17,0.58,5.4,13.74,7.69,11.9,5.21
21.09,44.34,29.04,12.37,4.68,14.52,45.64,26.98,6.13,1.53,7.73,3.86,7.93,7.51,2.37,9.33,6.41,16.02,5.52,3.06,35.9,44.34,29.04,12.37,4.68,14.52,45.64,26.98,6.13,1.53,7.73,1.55,8.76,4.42,1.19,9.09,2.77,18.23,1.94,1.53,20.44
25.47,175.36,47.06,5.32,16.77,39.55,25.16,29.63,63.67,4.07,4.85,26.73,13.12,4.38,9.52,26.34,9.07,26.67,55.33,11.58,26.23,175.36,47.06,5.32,16.77,39.55,25.16,29.63,63.67,4.07,4.85,22.31,7.81,3.22,3.38,26.17,2.13,18.48,129.96,6.86,27.26
21.25,286.31,225.7,51.14,58.29,104.48,20.03,22,69.33,15.69,1.24,48.58,79.47,47.12,31.91,81.87,22.49,40.04,59.12,30.97,3.8,286.31,225.7,51.14,58.29,104.48,20.03,22,69.33,15.69,1.24,61.31,118.67,39.49,27.91,90.06,18.16,37.13,54.24,42.4,4.37
98.53,225.33,107.66,26.47,67.18,40.1,52.62,63.61,36.1,20.86,6.33,51.08,64.46,34.93,59.74,51.97,104.49,72.71,46.9,33.09,18.69,225.33,107.66,26.47,67.18,40.1,52.62,63.61,36.1,20.86,6.33,48.54,64.4,38.96,61.23,54.32,104.23,69.94,47.92,32.28,49.21
33.86,219.22,141.65,49.02,45.1,44.02,25.97,57.89,33.89,10.63,7.96,73.62,85.64,55.04,47.76,54.12,58.47,50.65,37.17,10.72,23.03,219.22,141.65,49.02,45.1,44.02,25.97,57.89,33.89,10.63,7.96,77.04,85.54,55.86,47.31,56.31,59.89,52.28,40.06,7.92,23.52
125,127.93,113.33,75.26,63.58,51.75,140.5,57.98,56.12,42.58,13.95,84.63,83.91,78.37,111.47,73.73,338.91,78.48,52.92,52.52,53.55,127.93,113.33,75.26,63.58,51.75,140.5,57.98,56.12,42.58,13.95,85.13,91.24,85.69,112.06,86.31,260.69,87.3,60.88,43.58,84.5
213.32,170.55,208.83,83.03,87.06,68.67,47.59,146.15,120.86,81.84,50.28,116.72,190.14,104.08,145.94,115.54,171.96,182.22,147.07,121.54,129.88,170.55,208.83,83.03,87.06,68.67,47.59,146.15,120.86,81.84,50.28,117.41,183.66,113.46,152.45,122.35,156.2,180.86,144.9,102.08,146.98
103.01,257.51,100.04,162.6,94.16,81.75,36.2,86.51,81.69,104.89,67.03,166.13,84.2,224.54,134.53,148.94,88.06,127.87,112.57,141.42,106.31,257.51,100.04,162.6,94.16,81.75,36.2,86.51,81.69,104.89,67.03,167.29,93.62,194.26,138.51,143.17,96.66,132.4,113.01,129.64,106.65
179.47,213.05,52.2,49.49,73,67.62,76.96,64.65,81.44,58.2,55.96,167.82,94.76,78.44,143.94,132.47,172.24,131.05,120.42,86.08,86.73,213.05,52.2,49.49,73,67.62,76.96,64.65,81.44,58.2,55.96,166.67,108.33,83.49,145.45,139.8,177.88,139.3,121.8,69.62,86.07
49.35,115.68,25.36,45.15,26.82,24.86,50.7,14.95,52.67,12.39,8.59,61.85,30.33,45.72,36.28,39.63,32.97,30.27,55.96,15.99,10.38,115.68,25.36,45.15,26.82,24.86,50.7,14.95,52.67,12.39,8.59,61.2,29.39,45.3,32.88,41.14,35.84,30.53,56.39,13.38,9.2
46.61,165.96,96.8,20.65,35.3,20.48,79.68,7.72,23.92,17.51,4.49,30.65,35.52,17.51,24.02,25.03,17.7,11.66,34.93,22.97,12.04,165.96,96.8,20.65,35.3,20.48,79.68,7.72,23.92,17.51,4.49,46.87,64.06,13.19,50.78,21.83,16.06,7.36,36.12,20.86,9.69
7.58,100,79.34,10.51,23.08,10.28,59.17,1.02,41.98,4.14,1.4,15.78,32.09,8.17,13.91,10.13,8.89,1.12,45.66,11.59,17.24,100,79.34,10.51,23.08,10.28,59.17,1.02,41.98,4.14,1.4,11.61,51.56,11.23,15.72,5.98,4.47,0.3,64.41,10.9,26.97
21.71,79.39,57.07,22.89,12.91,6.37,39.4,9.81,30.5,1.75,1.93,6.89,15.63,13.95,6.51,4.1,5.54,5.83,27.59,3.51,8.97,79.39,57.07,22.89,12.91,6.37,39.4,9.81,30.5,1.75,1.93,5.73,23.13,13.15,6.37,2.68,1.48,2.31,35.06,2.15,13.59
19.61,125.18,81.29,36.03,20.99,13.54,17.65,36.75,53.23,15.36,0,19.08,22.72,29.59,11.95,9.02,6.38,33.06,46.28,43.64,0,125.18,81.29,36.03,20.99,13.54,17.65,36.75,53.23,15.36,0,7.77,13.99,22.07,6.25,5.06,1.25,25.91,40.82,56.17,0
41.55,225.21,73.14,74.02,64.62,50.22,17.39,19.76,31.6,6.84,2.83,38.21,25.72,68.19,35.36,39.37,19.5,35.91,26.96,13.51,8.68,225.21,73.14,74.02,64.62,50.22,17.39,19.76,31.6,6.84,2.83,36.34,37.34,77.53,34.27,30.84,15.8,31.79,12.2,8.76,10.38
45.27,306.57,97.44,39.03,39.42,65.07,17.23,41.36,51.02,38.42,7.4,69.5,58.33,51.46,35.03,84.29,34.22,47.29,66.33,60.95,21.88,306.57,97.44,39.03,39.42,65.07,17.23,41.36,51.02,38.42,7.4,72.79,58.27,54.92,27.78,83.45,34.25,51.02,66.04,60.44,36.73
73.91,181.99,204.97,57.52,66.73,26.61,49.16,63.53,28.06,80.87,3.7,61.14,123.93,64.57,70.68,32.71,110.67,55.58,30.79,81.55,10.71,181.99,204.97,57.52,66.73,26.61,49.16,63.53,28.06,80.87,3.7,56.82,128.68,65.57,70.55,35.19,109.71,59.25,37.5,85.2,24.99
86.59,200.96,215.88,90.64,85.46,153.49,48.16,122.86,64.31,63.28,0.01,132.97,159.82,94.4,149.78,218.66,116.15,166.3,60.62,78.04,0.04,200.96,215.88,90.64,85.46,153.49,48.16,122.86,64.31,63.28,0.01,132.45,144.72,99.41,138.42,188.41,118.83,158.58,69.47,68.29,8.45
107.58,218.04,92.93,125.1,165,94.06,41.78,74.14,147.56,85.62,40.61,149.23,84.63,156.83,276.64,158.26,150.98,92.41,179.59,127.17,104.9,218.04,92.93,125.1,165,94.06,41.78,74.14,147.56,85.62,40.61,149.36,100.66,156.58,248.48,159.28,157.29,110.27,169.81,115.72,142.09
160.25,154.41,184.54,81.83,87.23,83.1,24.36,128.14,75.47,105.99,96.41,99.65,155.34,112.99,124.62,151.43,59.28,189.44,103.98,142.9,152.88,154.41,184.54,81.83,87.23,83.1,24.36,128.14,75.47,105.99,96.41,96.58,153.38,116.48,124.04,155.25,83.5,187.77,105.74,131.36,153
147.01,244.62,51.14,49.82,44.4,58.71,60.12,47.56,58.58,105.33,62.73,192.64,92.83,78.94,87.58,114.98,134.55,96.41,86.64,155.78,97.23,244.62,51.14,49.82,44.4,58.71,60.12,47.56,58.58,105.33,62.73,190.9,104.83,89.49,91.59,116.04,136.5,107.53,90.02,149.59,93.9
61.14,84.26,18.84,35.8,28.84,16.11,192.46,23.99,15.92,43.71,24.73,45.01,22.54,36.23,39.01,25.69,125.13,48.62,16.91,56.43,29.92,84.26,18.84,35.8,28.84,16.11,192.46,23.99,15.92,43.71,24.73,43.59,21.28,36.35,36.48,27.06,118.21,48.65,18.81,54.94,28.87
22.28,79.23,45.23,19.98,34.4,3.32,64.96,37.05,13.9,4.13,2.49,14.61,16.6,16.93,23.38,4.08,14.43,55.79,20.29,5.41,6.69,79.23,45.23,19.98,34.4,3.32,64.96,37.05,13.9,4.13,2.49,12,9.39,12.71,19.29,1.52,7.56,62.53,20.09,3.17,5.58
7.53,121.49,25.47,14.19,27.82,3.23,48.42,15.76,16.84,3.8,0.03,19.16,10.31,11.04,16.82,3.19,7.28,17.49,18.32,10.64,0.37,121.49,25.47,14.19,27.82,3.23,48.42,15.76,16.84,3.8,0.03,29.2,4.78,8.76,14.2,0.89,2.34,14.68,18.83,12.41,2.19
34,151.81,57.62,9.36,28.99,6.58,34.97,27.76,3.18,9.25,0,13.19,15.8,5.67,14.63,4.24,4.92,16.51,2.89,18.59,0,151.81,57.62,9.36,28.99,6.58,34.97,27.76,3.18,9.25,0,8.12,15.58,3.86,13.75,2.7,1.37,9.3,0.98,16.93,0
27.66,110.91,136.98,13.65,45.49,47.49,23.52,43.62,15.2,5.53,0.88,16.92,38.28,11.2,25.83,31.6,8.49,39.24,13.22,15.69,4.76,110.91,136.98,13.65,45.49,47.49,23.52,43.62,15.2,5.53,0.88,10.61,40.14,7.73,10.1,26.18,2.06,47.88,8.9,6.07,5.07
70.54,243.44,126.02,16.16,63.62,32.7,19.33,23.63,19.11,5.44,3.57,41.25,44.39,14.88,34.85,25.61,21.69,43.02,16.32,10.74,10.95,243.44,126.02,16.16,63.62,32.7,19.33,23.63,19.11,5.44,3.57,38.16,44.67,7.73,33.03,20.55,19.42,40.09,5.32,7.62,11.74
59.81,229.7,121.76,37.01,38.76,34.38,43.48,31.27,37.52,39.36,56.6,52.1,72.85,48.79,34.47,44.56,86.37,35.75,48.75,62.43,167.26,229.7,121.76,37.01,38.76,34.38,43.48,31.27,37.52,39.36,56.6,51.88,72.31,51.34,26.4,47.94,85.89,44.52,48.14,64.71,112.27
71.31,232.02,122.17,50.71,68.97,97.35,30.9,26.61,94.37,29.98,5.36,77.95,73.89,56.93,73,119.7,69.54,23.25,103.43,30.21,15.52,232.02,122.17,50.71,68.97,97.35,30.9,26.61,94.37,29.98,5.36,79.17,73.99,59.33,72.93,114.3,70.36,27.71,97.24,21.77,36.68
149.76,107.34,138.55,90.27,58.62,59.66,102.95,82.61,70.11,65.81,10.56,71.03,102.57,94.01,102.76,84.99,248.3,111.81,66.07,81.16,40.54,107.34,138.55,90.27,58.62,59.66,102.95,82.61,70.11,65.81,10.56,72.05,99.38,104.76,112.04,91.84,215.94,107.5,77.13,76.49,67.6
126.73,235.69,229.05,95.77,151.59,43.71,30.14,240.12,170.91,68.4,15.9,161.31,208.57,120.06,254.12,73.56,108.92,299.43,207.97,101.6,41.08,235.69,229.05,95.77,151.59,43.71,30.14,240.12,170.91,68.4,15.9,160.71,198.89,120.06,228.6,84.15,126.25,261.01,201.04,83.22,71.01
163.08,151.3,80.54,68.85,86.48,37.28,66.4,137.25,165.29,71.76,64.35,97.58,67.78,95.05,123.56,67.92,161.58,202.91,227.81,96.74,102.06,151.3,80.54,68.85,86.48,37.28,66.4,137.25,165.29,71.76,64.35,95.2,78.81,106.66,123.04,73.12,149.72,186.51,222.09,82.41,101.9
168.47,163.95,59.8,106.51,62.75,26.9,76.41,27.44,98.33,63.05,89.54,129.11,108.53,168.8,123.75,52.72,170.99,55.62,145.41,93.22,138.79,163.95,59.8,106.51,62.75,26.9,76.41,27.44,98.33,63.05,89.54,129.03,124.75,167.13,126.61,68.04,169.6,69.85,148.07,81.71,139.68
74.18,74.99,49.77,48.2,57.71,29.97,187.08,14.42,49.32,19.85,25.72,40.1,59.52,48.79,78.12,47.78,121.68,29.2,52.38,25.62,31.1,74.99,49.77,48.2,57.71,29.97,187.08,14.42,49.32,19.85,25.72,39.34,58.97,48.23,82.26,48.77,112.82,29.38,54.1,23.24,30.27
22.29,167.9,53.13,15.26,23.56,17.49,164.28,13.74,5.36,13.21,3.18,31,19.5,12.9,16,21.37,36.5,20.68,7.85,17.32,8.51,167.9,53.13,15.26,23.56,17.49,164.28,13.74,5.36,13.21,3.18,30.87,16.44,8.73,9.59,16.29,39.11,18.17,7.13,11.74,7.57
4.47,37.37,34.38,22.14,14.2,24.41,40.23,15.27,2.32,1.73,0.46,5.93,13.9,17.24,8.59,24.12,6.05,16.94,2.53,4.85,5.66,37.37,34.38,22.14,14.2,24.41,40.23,15.27,2.32,1.73,0.46,2.06,5.66,15.66,4.18,32.26,2.19,30.43,2.02,5.93,9.38
9.72,183.66,31.62,4.87,42.92,16.95,18.72,22.5,2.06,8.36,5.42,15.94,8.66,2.95,21.68,10.89,2.65,13.37,1.87,16.81,25.16,183.66,31.62,4.87,42.92,16.95,18.72,22.5,2.06,8.36,5.42,13.83,8.14,1.53,31.63,11.48,0.5,13.21,0.29,16.25,13.11
35.11,118.13,128.57,5.07,2.18,83.53,18.64,22.39,16.83,1.53,5.38,18,35.89,4.17,1.25,55.63,6.71,20.13,14.61,4.36,29.09,118.13,128.57,5.07,2.18,83.53,18.64,22.39,16.83,1.53,5.38,6.11,25.53,1.94,0.07,48.59,1.63,10.53,10.18,1.88,30.82
33.46,260.21,158.13,42.01,46.39,48.94,18.75,23.51,68.31,8.52,25.13,44.12,55.66,38.7,25.37,38.39,21.03,42.78,58.26,16.82,77.15,260.21,158.13,42.01,46.39,48.94,18.75,23.51,68.31,8.52,25.13,50.83,68.39,31.52,12.59,37.21,17.76,38.97,56.74,9.59,75.1
33.87,241.21,129.48,30.17,57.94,23.28,38.72,69.67,37.92,12.02,12.07,54.71,77.48,39.79,51.52,30.19,76.91,79.67,49.25,19.08,35.65,241.21,129.48,30.17,57.94,23.28,38.72,69.67,37.92,12.02,12.07,50.04,77.05,43.41,53.29,33.63,76.92,75.97,50.44,17.06,48.56
35.32,219.93,57.14,86.82,38.48,63.59,29.07,64.2,137.96,55.16,36.74,73.88,34.55,97.43,40.74,78.2,65.45,56.18,151.21,55.64,106.34,219.93,57.14,86.82,38.48,63.59,29.07,64.2,137.96,55.16,36.74,76.88,32.89,92.4,40.4,76.41,66.51,58.75,131.12,49.02,77.12
143.45,121.28,145.59,73.22,81.91,123.07,75.94,82.26,88.77,67.11,23.45,80.26,107.78,76.22,143.58,175.31,183.15,111.32,83.71,82.78,90.02,121.28,145.59,73.22,81.91,123.07,75.94,82.26,88.77,67.11,23.45,81.21,111.12,86.79,131.28,140.04,149.53,102.56,91.79,75.52,109.85
69.81,216.69,98.55,253.62,60.38,47.28,35.18,71.97,118.09,94.71,30.75,148.3,89.75,317.93,101.23,79.55,127.12,89.72,143.71,140.72,79.4,216.69,98.55,253.62,60.38,47.28,35.18,71.97,118.09,94.71,30.75,148.18,98.62,287.62,106.67,93.52,136.23,108.42,147.03,138.78,101.65
140.13,152.15,102.11,115.21,62.26,44.6,70.67,102.92,156.94,67.62,95.62,63.59,85.95,159.07,88.97,81.27,171.98,152.16,216.28,91.19,151.62,152.15,102.11,115.21,62.26,44.6,70.67,102.92,156.94,67.62,95.62,65.53,92.27,156.52,94.78,91.5,161.8,149.98,212.6,73.4,151.22
114.47,173.24,48.24,47.13,55.05,25.14,87.31,109.51,152.59,72.85,94.07,136.43,87.55,74.71,108.56,49.22,195.39,221.99,225.64,107.77,145.82,173.24,48.24,47.13,55.05,25.14,87.31,109.51,152.59,72.85,94.07,136.61,102.02,85.06,109.59,68.69,176.51,204.87,212.2,88.31,149.43
38.42,65.95,45.57,53.75,34.76,24.89,157.28,33.49,60.63,24.41,35.06,35.23,54.5,54.42,46.99,39.68,102.3,67.85,64.41,31.52,42.41,65.95,45.57,53.75,34.76,24.89,157.28,33.49,60.63,24.41,35.06,33.66,54.61,54.38,44.79,41.01,97.73,67.79,61.42,29.3,41.41
9.78,79.57,44.77,19.05,46.29,14.37,108.14,3.61,22.49,13.09,1.42,14.68,16.41,16.15,31.48,17.56,24,5.44,32.84,17.18,3.8,79.57,44.77,19.05,46.29,14.37,108.14,3.61,22.49,13.09,1.42,10.03,20.11,12.13,46.43,15.01,20.84,3.31,32.02,18.91,2.84
24.84,95.69,37.37,19.11,21.99,12.38,35.33,10.49,10.02,3.76,0,15.1,15.12,14.88,13.26,12.24,5.33,11.64,10.92,10.52,0,95.69,37.37,19.11,21.99,12.38,35.33,10.49,10.02,3.76,0,14.35,24.28,13.55,20.64,11.5,1.46,8.55,9.26,14.34,0
13.31,89.34,53.93,18.59,3.31,51.73,22.14,27.72,14.69,3.29,0.18,7.77,14.75,11.3,1.69,33.23,3.13,16.45,13.27,6.61,0.83,89.34,53.93,18.59,3.31,51.73,22.14,27.72,14.69,3.29,0.18,5.56,24.23,11.77,0.56,37.42,0.88,15.28,14.37,5.4,4.54
25.29,174.33,108.53,13.47,55.97,80.89,18.92,41.27,43.54,11.4,1.39,26.58,30.32,11.06,31.84,53.88,6.82,37.08,37.84,32.4,7.52,174.33,108.53,13.47,55.97,80.89,18.92,41.27,43.54,11.4,1.39,22.11,69.57,7.6,32.52,68.79,1.87,47.92,34.7,31.56,8.26
68.9,189.9,139.61,51.89,70.29,46.82,21.15,13.87,21.4,23.41,9.52,32.21,49.16,47.8,38.47,36.66,23.71,25.24,18.27,46.22,29.23,189.9,139.61,51.89,70.29,46.82,21.15,13.87,21.4,23.41,9.52,26.02,49.42,85.53,24.39,36.39,22.66,20.28,13.96,44.78,29.56
36.69,258.94,90.51,49.8,73.69,48.01,30.59,47.6,35.22,34.14,20.57,58.72,54.17,65.67,65.52,62.24,60.77,54.46,45.75,54.14,60.79,258.94,90.51,49.8,73.69,48.01,30.59,47.6,35.22,34.14,20.57,58.27,54.31,64.94,67.37,63.97,60.92,58.52,46.5,52.16,61.67
48.14,163.32,119.84,54.95,58.87,41.16,30.48,76.24,86.54,73.21,40.84,54.85,72.46,61.66,62.34,50.58,68.61,66.67,94.86,73.86,118.23,163.32,119.84,54.95,58.87,41.16,30.48,76.24,86.54,73.21,40.84,51.29,72.91,63.06,62.63,53.44,68.49,68,88.63,71.19,117.84
171.58,169.73,179.81,93.65,47.22,46.12,58.01,90.63,106.53,114.44,0.51,112.3,133.13,97.5,82.77,65.68,139.94,122.67,100.44,141.17,1.96,169.73,179.81,93.65,47.22,46.12,58.01,90.63,106.53,114.44,0.51,112.58,135.04,102.84,94.41,80.25,130.82,113.21,103.62,140.19,25.35
